,x,y,z
0,-9.263594834552675,0.9992134558087407,9.317328844095837
1,17.307160709768326,-6.506918678495474,18.489937872321306
2,6.107177063821696,2.780769409704751,6.710461250824677
3,-18.33656353467603,20.407807285828483,27.43552734096294
4,-7.8039506260584215,-6.434010223302247,10.114253948142466
5,-14.713028939864707,-6.611590668622113,16.130292984155847
6,-19.84669108488349,19.04934934061053,27.509432151889516
7,24.265328445777175,7.632837380403013,25.437499308248057
8,6.381788585958932,19.057038048917263,20.097211865175627
9,-10.548849268919325,10.554467444194461,14.922298882174307
10,-13.51575469109498,-18.525235758879422,22.931637202605504
11,-12.943667195543792,-18.96750838921121,22.96312032289589
12,15.166082084987464,-10.167578884303595,18.258962352146796
13,-16.74991665784026,13.196484653370291,21.32385788855366
14,24.498436943921615,6.707087808153497,25.399969282689785
15,-21.94696572222086,-2.7146121342841982,22.114213154709812
16,9.39962825206938,24.604261101893094,26.338615674466084
17,-3.945669242880117,13.863898079456941,14.414436365386612
18,-20.189973356982414,-9.800842681102699,22.443073350487985
19,-4.126268183700574,7.281683895365138,8.369528629250254
20,12.832413796574498,14.962277552104721,19.71143306288846
21,-27.817736587058803,4.1535449205688355,28.12611605313064
22,-7.037167833079788,5.255880567664735,8.783280233061488
23,23.836828258003955,-7.011575129560305,24.8466610875394
24,19.579077219435234,16.86915060036879,25.843925915822666
25,-1.24919349145648,-17.16068708987568,17.20609385583268
26,-12.545234332069814,-10.576040577075634,16.40839842076287
27,16.188195610042097,-8.658699282738441,18.358397271490816
28,-15.721295051752364,-1.7588590108127247,15.81937745690931
29,5.068570173444558,-23.230243789406707,23.776766603522873
30,-11.140339668031748,-20.187871172025275,23.057695252939112
31,13.638870221665103,-19.944207135667625,24.161750333819743
32,0.5774417506639599,-17.302487652221366,17.312120549796397
33,5.267506984291537,19.455474011637392,20.155944503968502
34,16.158056004359807,-8.708173432571716,18.355246072220766
35,2.0860339288290177,-10.986926756147131,11.18320602945182
36,6.77091557338612,-9.440704713843354,11.617753793049104
37,5.020877018878292,-23.23851756419533,23.77473248261934
38,-4.626636290455454,20.12129377930022,20.64636110110121
39,0.5167399304984241,7.770415575598006,7.787578466588161
40,12.085139019735282,15.636515676160744,19.762368471849445
41,16.83245684758398,9.578374217902658,19.366901047507813
42,-15.08444052993138,-5.5061457681409225,16.05795713411431
43,-9.049743867351383,-3.8242452329986665,9.824597481158044
44,8.681969060633815,-8.021671225793586,11.820482055505503
45,8.518273028679678,24.9612144662529,26.374669723456346
46,-5.457814350712552,19.954402070310756,20.68733669350567
47,13.865725269379201,22.164788840003684,26.144525269506286
48,6.278612638236374,2.0131657725484216,6.593467455655029
49,4.584041689192916,-23.309655864584503,23.756125415008597
50,-8.097270552834742,-14.691349084827337,16.775026925106907
51,-9.322275516320797,-2.707190653087493,9.707404495247866
52,-1.2142382114068915,7.913618455469868,8.006230791876655
53,-9.208712252697008,1.2362679849081604,9.291326056246271
54,4.973866745579852,5.030459704125518,7.074240258686137
55,18.475985189431217,18.16445063410793,25.909637117470897
56,-17.366638619161964,21.180860311117456,27.390308148095713
57,-19.101541453919477,9.896732234727299,21.513116809093344
58,-2.691174499497667,20.37471400074125,20.551676106798396
59,-7.035733468911095,12.836873932143732,14.638540835592428
60,1.1354140517090565,26.636749483735485,26.66093749529639
61,-13.302333467325035,-9.465725521020147,16.32642138728533
62,-18.57168179719057,20.209300123894685,27.446733435397178
63,25.07769225916105,-0.9396367239648755,25.095289721742795
64,14.89157224400187,-10.523017716290932,18.23438580692258
65,-5.226733302017177,6.72195036743049,8.514890354703006
66,-8.592613716232773,-14.366120630067721,16.739726175599436
67,4.792913331834244,19.603136360206072,20.18055929262883
68,24.892526290466648,-2.605064525704292,25.02846831719145
69,10.80021376164592,-14.306479925630109,17.92540055785932
70,4.546641349325381,5.539872708513881,7.166738252924565
71,-4.939247880019512,6.8882143025495,8.476064292944264
72,4.980413254062718,19.546332260271974,20.17086069086276
73,6.860861499600714,-9.386684872610065,11.62674818745078
74,16.954652044126103,9.330880364603285,19.35266271901437
75,2.8739541293781135,-17.20589324256418,17.44426480572584
76,-21.36591703252983,17.454786542687664,27.58934547776983
77,-21.86894909108845,1.5204008048887208,21.921736996783
78,-1.3087368952423573,-10.795900845856806,10.874937578420406
79,12.442362355778299,-1.0229346069380183,12.484341240232116
80,6.3325534554474405,0.3885131453557157,6.344460239469825
81,-5.295692996912521,-22.724083511946546,23.332988145016255
82,-10.690067818248933,24.91212758825897,27.108885092022046
83,-14.565121142479793,4.942373431861305,15.38082601927089
84,9.712481585417459,9.115481275294561,13.320071224558786
85,-6.5619874540482765,13.045841675046244,14.603207331181064
86,-27.210955620938442,6.7336923465342675,28.03174483371407
87,18.47677483914175,18.163582859503403,25.90959186769231
88,-4.435461345487773,7.144740008332519,8.409555703720832
89,12.526730481335314,-0.4119012252715283,12.533500675046675
90,-21.993627948061825,-0.056104375445818186,21.9936995073296
91,-16.98011378378941,12.92639321598238,21.340475760503335
92,0.20273005972372898,-11.01211599161772,11.013981936155439
93,-1.5238451455345412,-23.447581987388403,23.497046731086662
94,18.840901480010643,-0.151573650202296,18.841511169513524
95,-10.295914683558504,-13.034298826059691,16.610201836766965
